=== 生成时间: 2026-07-28 21:14:21 ===
=== 生成模型: doubao-seed-2-0-mini ===
=== 条目数: 1200 ===

question,answer,category
退换货申请被拒绝了怎么办？,亲，若您的退换货申请被拒绝，可先查看拒绝原因，若有异议可联系客服提供相关凭证如商品问题照片，我们会重新为您审核处理。,退换货
想换货但没同款了能退款吗？,亲，若您想换货的商品已无同款库存，我们会主动联系您，可选择更换其他款式或申请退款，退款会按原路返回。,退换货
生鲜产品能退换吗？,亲，生鲜产品因特殊性，签收后24小时内若存在质量问题如腐烂、变质，您可提供相关照片联系客服，我们会为您处理退换或退款。,退换货
买的衣服尺码大了怎么换？,亲，您可以在订单详情页找到退换货入口，选择换货，填写新尺码即可，寄回时保留商品吊牌和包装完整哦。,退换货
收到的鞋子有开胶，能退吗？,亲，商品出现质量问题7天内可申请退货，您先上传开胶的照片或视频作为凭证，我们会审核后安排上门取件或提供退货地址。,退换货
退换货的运费怎么算？,亲，如果是商家发错货、质量问题等商家责任，运费由我们承担，您垫付后保留运费凭证，退款后会同步赔付运费；个人原因退换需您自行承担运费。,退换货
申请退换货后多久能处理？,亲，我们会在您提交申请后的24小时内审核，审核通过后会第一时间通知您后续操作，寄回商品后商家签收48小时内会处理退款或换货。,退换货
食品类的商品拆封后能退换吗？,亲，食品类商品未开封且在保质期内，符合退换条件可申请；若已拆封，因食品安全无法支持退换，还请您谅解。,退换货
美妆产品过敏了能退吗？,亲，若您使用后出现过敏反应，需提供医院的过敏证明或产品使用后的过敏照片，7天内可申请退货，我们会核实后处理。,退换货
退换货的商品需要自己寄回去吗？,亲，大部分商品我们支持上门取件，您在申请时选择上门取件选项，快递员会按约定时间上门；部分偏远地区可能需要您自行寄回，我们会提供退货地址。,退换货
换货的话，新商品什么时候发？,亲，您寄回的商品商家签收后，会在48小时内发出新商品，物流信息会通过短信通知您，您也可以在订单详情页查看。,退换货
订单取消了但已经收到货，怎么退换？,亲，订单取消后收到货，您可以申请退货，在订单详情页提交退货申请，寄回商品后我们会处理退款，退款原路返回您的支付账户。,退换货
发错颜色的衣服能换吗？,亲，商家发错颜色属于责任问题，您可在订单详情页申请换货，选择正确颜色，我们承担运费，您寄回错发商品即可。,退换货
退换货的退款会退到哪里？,亲，退换货的退款会原路返回您的支付账户，比如微信支付就退到微信，支付宝支付退到支付宝，到账时间一般1-3个工作日。,退换货
商品有瑕疵但不影响使用，能退吗？,亲，若商品存在非人为的瑕疵，您可上传瑕疵照片申请退换货，我们会根据实际情况审核，符合条件的会同意您的申请。,退换货
超过7天了还能申请退换吗？,亲，常规商品退换货时效是7天，若超过时效但商品存在质量问题，您可联系客服提供凭证，我们会特殊处理哦。,退换货
电子产品拆封后能退换吗？,亲，电子产品未激活且保持原包装完整，7天内可申请无理由退换；若已激活，因质量问题可在质保期内申请退换。,退换货
退换货需要提供什么凭证？,亲，一般需要商品问题的照片或视频，质量问题需清晰展示问题部位，个人原因退换无需特殊凭证，按流程提交即可。,退换货
拒收了商品怎么申请退换？,亲，若您拒收商品，可在订单详情页提交退货申请，商品退回仓库后我们会核实，核实无误后处理退款，无需您承担运费。,退换货
退换货的运费险怎么用？,亲，您在申请退换货时，若订单有运费险，上门取件会自动抵扣首重运费；自行寄回的，退款完成后运费险会自动理赔到您的支付账户，金额以订单详情页显示为准。,退换货
换的商品和原商品不一样怎么办？,亲，若收到的换货商品与原商品不符，您可拍照联系客服，我们会核实后重新为您发出正确商品，并承担来回运费，给您带来不便非常抱歉。,退换货
童装试穿后小了能换吗？,亲，童装试穿后不影响二次销售（吊牌完整、未清洗），7天内可申请换货，您选择合适的尺码寄回即可，运费个人原因需自理哦。,退换货
退换货申请提交后能取消吗？,亲，在商家审核通过前，您可以在订单详情页找到退换货申请，点击取消即可；若已审核通过，您可联系客服协助取消。,退换货
7天无理由退换货的话商品要保持原样吗？,亲，7天无理由退换要求商品保持原包装、吊牌完整，不影响二次销售哦。,退换货
我想换货怎么操作呀？,亲，您可以在订单详情页找到“申请售后”，选择换货选项按提示操作即可。,退换货
退换货的运费什么时候能退给我？,亲，商家责任导致的退换货，运费会在退款完成后1-3个工作日内退回原支付账户；个人原因需自理。,退换货
退错地址了怎么办？,亲，请及时联系客服提供正确地址，我们会协助拦截或转寄，转寄运费需您自理哦。,退换货
换货能换不同款式吗？,亲，换货支持同价位或补差价换其他款式，申请时备注清楚即可，差价多退少补。,退换货
质量问题退换货需要拍凭证吗？,亲，需要拍摄商品问题部位的清晰照片或视频，申请售后时上传方便审核哦。,退换货
超过7天还能退换吗？,亲，常规商品超7天无理由期，若存在质量问题可联系客服协商处理哦。,退换货
你们收到退换商品后多久处理？,亲，收到退回商品后24小时内核验，符合条件会尽快退款或换货哦。,退换货
想退部分商品怎么申请？,亲，可在订单详情页申请部分退款，选择对应商品即可，无需退回全部商品。,退换货
换货的新商品什么时候发？,亲，收到退回商品核验无误后，1-2个工作日内发出新商品，可在订单查物流。,退换货
退换货的运费险怎么用？,亲，运费险会在退货完成后自动理赔，金额以订单详情页显示为准，原路退回原支付账户。,退换货
尺码不合适能换货吗？,亲，只要商品保持原包装、不影响二次销售，尺码不合适支持7天无理由换货哦。,退换货
退错商品已签收怎么办？,亲，请及时联系客服说明情况，我们会帮忙查找错收商品，您可选择寄回或保留，相关运费自理。,退换货
申请退换货后能取消吗？,亲，商家审核前可自行取消申请，若已审核通过请联系客服协助处理哦。,退换货
生鲜商品能退换吗？,亲，生鲜商品签收后24小时内出现质量问题，可联系客服提供凭证申请退换哦。,退换货
换货的商品拆封了还能换吗？,亲，只要不影响二次销售，拆封后可申请换货，比如试穿后尺码不合适这类情况。,退换货
